gid;id_com;code_arm;coddep;ident;id_cad;adresse;pos_rese;marque;etat_foy;type_amp;plamp;boite_cl;cable_de_t;type_app;code_sup;type_sup;etat_sup;commun_edf;hauteur;crosse;etat_cro;commenta;source;dat_source;id_cad_2;boitier_cl;class_lum;cod_dep;cos_p;id_cad_1;idnum;inten;malt_cand;mode;prise_ilum;puis;tens;vasque;color_coff;date_valid;modified_b;lon;lat
25475;840087;042;;038;03804220170704195651;;;LANTERNE DE STYLE (AR);;SHP;150;;;;;;;;0,0;0,0;;;;;03804220170704195651;;;;0,0;;0;0,0;;;;0;0;Sale;#204F6B;;;844996,971903676;6338666,577046094
25476;840087;013;;038;038a01320170831161416;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;038a01320170831161416;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#28347E;;;843982,2201245165;6339182,577314418
25477;840087;039;;038;038a03920170823105344;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;038a03920170823105344;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#F459AC;;;843873,62169795;6341249,949510915
25478;840087;098;;038;038a09820170718113848;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;;;;;038a09820170718113848;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#249517;;;843340,617150557;6339710,706651335
25479;840087;107;;038;038a10720170817115331;;;VOIR PH 86;Moyen;SHP;70;;;;;;;/;0,0;0,0;correct;Lampe éteinte;;;038a10720170817115331;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);;NON;0;0;Sale;#48A2BA;;;843990,6377333989;6339691,465565573
25480;840087;150;;038;038a15020171023110455;;;ECLATEC;Correct;SHP;100;;;;;;;/;0,0;0,0;correct;;;;038a15020171023110455;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#0F8E88;;;844668,9965199636;6339713,753771685
25481;840087;037;;038;038b03720170829155527;;;DISANO;Correct;SHP;100;;;;;;;/;0,0;0,0;/;;;;038b03720170829155527;Oui (S) Fusible;;b;0,0;;0;0,0;Oui (Tresse);CLIMA;NON;0;0;Correct;#865ED6;;;843955,022157192;6340835,158983242
25482;840087;038;;038;038b03820170822160227;;;VOIR PH 104-006;Correct;LED;42;;;;;;;/;0,0;0,0;/;;;;038b03820170822160227;Oui (S) Fusible;;b;0,0;;0;0,0;Non;;NON;0;0;Correct;#22BC69;;;844012,7277980185;6341236,8583330475
25483;840087;043;;038;038b04320171023165933;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;038b04320171023165933;Oui (S) Fusible;;b;0,0;;0;0,0;Oui (Tresse);BTX;OUI;0;0;Correct;#D1A8F6;;;844310,4841471787;6340014,102106128
25484;840087;062;;038;038b06220171109140614;;;INDAL;Moyen;IM;100;;;;;;;/;0,0;0,0;moyen;;;;038b06220171109140614;Oui (S) Fusible;;b;0,0;;0;0,0;Oui (Tresse);IVA;NON;0;0;Correct;#7C5444;;;846618,5627104682;6338549,756314125
25485;840087;113;;038;038b11320170719145152;;;ECLATEC;Correct;IM;40;;;;;;;NON;0,0;0,0;;;;;038b11320170719145152;Oui (S) Fusible;A;b;0,0;;0;0,0;Oui (Tresse);PIXEL;NON;0;0;Correct;#BA9289;;;845827,0337415352;6337883,353109361
25486;840087;152;;038;038b15220171017153048;;;SCHREDER;Moyen;SHP;100;;;;;;;/;0,0;0,0;;Lampe éteinte;;;038b15220171017153048;Oui (S) Fusible;;b;0,0;;0;0,0;Oui (Tresse);Z2;NON;0;0;Correct;#7D0FAA;;;844641,1128883453;6340272,7897671005
25487;840087;250;;038;038b25020170831101454;;;ECLATEC;Correct;IM;100;;;;;;;OUI;0,0;0,0;correct;;;;038b25020170831101454;Oui (S) Fusible;;b;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#376B16;;;844234,4698476468;6340021,087686839
25488;840087;021;;038;038c02120170718172339;;;ECLATEC;Correct;IM;100;;;;;;;NON;0,0;0,0;;;;;038c02120170718172339;Oui (S) Fusible;;c;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#57E9B6;;;844029,7112463531;6339317,645313361
25489;840087;035;;038;038c03520170830135311;;;ECLATEC;Correct;IM;100;;;;;;;OUI;0,0;0,0;correct;;;;038c03520170830135311;Oui (S) Fusible;;c;0,0;;0;0,0;Oui (Tresse);BTX;OUI;0;0;Correct;#C39B95;;;844200,2799949098;6340452,896602292
25490;840087;044;;038;038c04420170719155657;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;;;;;038c04420170719155657;Oui (S) Fusible;;c;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#5E3F36;;;844356,233614293;6339559,118979698
25491;840087;068;;038;038c06820171113153539;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;038c06820171113153539;Oui (S) Fusible;;c;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#BDEEAF;;;847118,0743243004;6338082,206073853
25492;840087;118;;038;038c11820170926114303;;;SCHREDER;Moyen;SHP;150;;;;;;;/;0,0;0,0;/;;;;038c11820170926114303;Oui (S) Fusible;;c;0,0;;0;0,0;Oui (Tresse);SINTRA;NON;0;0;Correct;#4DDD8C;;;845584,7863545517;6339910,175885352
25493;840087;151;;038;038c15120171024105732;;;ECLATEC;Correct;LED;48;;;;;;;/;0,0;0,0;correct;;;;038c15120171024105732;Oui (S) Fusible;;c;0,0;;0;0,0;Oui (Tresse);PIXEL 2;NON;0;0;Correct;#FD0E19;;;844445,128310611;6339815,95621694
25494;840087;083;;038;038d08320171019111529;;;MAZDA;Vétuste;BF;125;;;;;;;OUI;0,0;0,0;moyen;;;;038d08320171019111529;Oui (A) Fusible;;d;0,0;;0;0,0;/;EPA;NON;0;0;Absente;#A8CB7D;;;844832,2213395406;6339937,585562641
25495;840087;106;;038;038d10620170817164452;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;038d10620170817164452;Oui (S) Fusible;;d;0,0;;0;0,0;Oui (Tresse);PIXEL;NON;0;0;Correct;#B5B372;;;843702,6165612744;6340492,886262322
25496;840087;215;;003;00321520170705075054;;;SCHREDER;;SHP;70;;;;;;;;0,0;0,0;;;;;00321520170705075054;;;;0,0;;0;0,0;;Z1;;0;0;Correcte;#727A35;;;845337,6249868963;6337865,333321958
25497;840087;097;;003;003A09720170711110451;;;INDAL;MOYEN;SHP;100;;;;;;;/;0,0;0,0;;Lampe éteinte;;;003A09720170711110451;OUI (A);;A;0,0;;0;0,0;/;IVA;NON;0;0;ABSENTE;#8194D4;;;842926,7317917463;6339122,287791384
25498;840087;141;;003;003A14120170710120540;;;VIEUX LUMINAIRE;VETUSTE;IM;150;;;;;;;NON;0,0;0,0;;;;;003A14120170710120540;OUI (A);;A;0,0;;0;0,0;NON;;NON;0;0;CORRECT;#95D957;;;844249,3897653352;6337475,624321475
25499;840087;205;;003;003A20520170711163125;;;ECLATEC;CORRECT;IM;100;;;;;;;/;0,0;0,0;;;;;003A20520170711163125;OUI (S);;A;0,0;;0;0,0;OUI (TRESSE);BTX;NON;0;0;CORRECT;#A77250;;;843498,2665253689;6339143,469903068
25500;840087;259;;003;003A25920170711153302;;;MAZDA;CORRECT;SHP;100;;;;;;;/;0,0;0,0;;;;;003A25920170711153302;OUI (S);;A;0,0;;0;0,0;OUI (TRESSE);JUNIOR;NON;0;0;CORRECT;#7F095F;;;843573,3937806098;6339332,366830979
25501;840087;101;;003;003B10120170711094855;;;ECLATEC;CORRECT;IM;100;;;;;;;/;0,0;0,0;;106-052-54;;;003B10120170711094855;OUI (S);;B;0,93;;0;0,558;OUI (TRESSE);PIXEL;NON;0;235;CORRECT;#968650;;;843528,5738228853;6339057,019464817
25502;840087;202;;003;003B20220170711122711;;;DISANO;CORRECT;SHP;100;;;;;;;/;0,0;0,0;;;;;003B20220170711122711;NON (S);;B;0,0;;0;0,0;OUI (TRESSE);CLIMA;NON;0;0;CORRECT;#CEF5D9;;;843446,840146682;6339372,307053313
25503;840087;013;;003;003a01320170919122450;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;003a01320170919122450;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;OUI;0;0;Correct;#28347E;;;843967,8142761242;6339118,712529326
25504;840087;020;;003;003a02020170718160923;;;INDAL;Moyen;SHP;150;;;;;;;OUI;0,0;0,0;;;;;003a02020170718160923;Oui (A) Fusible;;a;0,0;;0;0,0;/;IVA;NON;0;0;Correct;#3E2BA6;;;843767,2655188092;6339630,5145346075
25505;840087;021;;003;003a02120170718164130;;;INDAL;Moyen;SHP;100;;;;;;;OUI;0,0;0,0;;;;;003a02120170718164130;Oui (A) Fusible;;a;0,0;;0;0,0;/;IVA;NON;0;0;Correct;#57E9B6;;;843962,7854093201;6339527,671516954
25506;840087;116;;038;038d11620170925120447;;;LANTERNE DE STYLE (SR);Moyen;SHP;100;;;;;;;/;0,0;0,0;correct;;;;038d11620170925120447;Non (S) Fusible;;d;0,0;;0;0,0;Oui (Tresse);;NON;0;0;Correct;#397C1B;;;845698,2961096766;6339598,155233203
25507;840087;029;;003;003a02920170823115303;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;003a02920170823115303;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#E9E0D2;;;843902,0597884753;6341069,352957348
25508;840087;030;;003;003a03020170719084053;;;VIEUX LUMINAIRE;Vétuste;BF;125;;;;;;;OUI;0,0;0,0;;;;;003a03020170719084053;Non;A;a;0,0;;0;0,0;;;NON;0;0;Correct;#9BF1D1;;;845153,034139023;6338065,297971783
25509;840087;036;;003;003a03620170829120728;;;FAEBER;Correct;SHP;100;;;;;;;;0,0;0,0;/;PH 100-012-013-014;;;003a03620170829120728;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);;NON;0;0;Correct;#FA84F0;;;844014,4001678835;6340797,7926833965
25510;840087;037;;003;003a03720170829152213;;;SCHREDER;Moyen;SHP;250;;;;;;;/;0,0;0,0;correct;PH 100-024-025-026;;;003a03720170829152213;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);Z2;NON;0;0;Correct;#865ED6;;;844175,9742792863;6340914,119173093
25511;840087;038;;003;003a03820170822150743;;;BOULE;Vétuste;BF;125;;;;;;;/;0,0;0,0;/;;;;003a03820170822150743;Oui (S) Fusible;;a;0,0;;0;0,0;Non;OPALE;NON;0;0;Sale;#22BC69;;;844071,4568298786;6341165,430872503
25512;840087;040;;003;003a04020170830101717;;;VIEUX LUMINAIRE;Vétuste;BF;125;;;;;;;NON;0,0;0,0;correct;;;;003a04020170830101717;Oui (A) Fusible;;a;0,0;;0;0,0;/;;NON;0;0;Absente;#E70328;;;844122,0796979774;6340733,310854141
25513;840087;043;;003;003a04320171023161502;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;003a04320171023161502;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;OUI;0;0;Correct;#D1A8F6;;;844352,0942698133;6339903,392703945
25514;840087;044;;003;003a04420170719151216;;;SCHREDER;Correct;LED;48;;;;;;;OUI;0,0;0,0;;100-030;;;003a04420170719151216;Oui (S) Fusible;;a;0,0;;0;0,0;/;NEOS;NON;0;0;Correct;#5E3F36;;;844291,5908011765;6339537,519454252
25515;840087;045;;003;003a04520170831122031;;;BOULE;Vétuste;SHP;100;;;;;;;/;0,0;0,0;/;;;;003a04520170831122031;Oui (S) Fusible;;a;0,0;;0;0,0;Non;CLAIR;NON;0;0;Correct;#9013DD;;;843884,6986935427;6340003,251930493
25516;840087;124;;038;038d12420171019150751;;;INDAL;Correct;SHP;100;;;;;;;NON;0,0;0,0;moyen;;;;038d12420171019150751;Oui (S) Fusible;;d;0,0;;0;0,0;Oui (Tresse);IVA;NON;0;0;Correct;#7EE066;;;845006,6704623856;6339893,762498802
25517;840087;059;;003;003a05920171109145315;;;BOULE;Vétuste;SHP;150;;;;;;;/;0,0;0,0;Sans objet;;;;003a05920171109145315;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);CLAIR;NON;0;0;Correct;#37E352;;;846493,7363354556;6338409,470788583
25518;840087;062;;003;003a06220171109130852;;;VOIR PH100-3;Correct;LED;30;;;;;;;/;0,0;0,0;Sans objet;;;;003a06220171109130852;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);;NON;0;0;Correct;#7C5444;;;846714,8002718594;6338506,242329255
25519;840087;063;;003;003a06320171109102935;;;INDAL;Moyen;IM;150;;;;;;;/;0,0;0,0;moyen;;;;003a06320171109102935;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);IVA;NON;0;0;Correct;#FD7BA0;;;846609,8939821939;6338874,164684847
25520;840087;068;;003;003a06820171113150707;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;003a06820171113150707;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#BDEEAF;;;847142,9058933014;6338187,545382425
25521;840087;070;;003;003a07020171113102314;;;SCHREDER;Moyen;IM;100;;;;;;;/;0,0;0,0;correct;Trappe Cassée;;;003a07020171113102314;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);Z2;NON;0;0;Correct;#83E8A6;;;846504,2635730689;6338869,070778461
25522;840087;074;;003;003a07420171017162129;;;SCHREDER;Vétuste;BF;80;;;;;;;/;0,0;0,0;;PH7-ETEINTE;;;003a07420171017162129;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);Z2;NON;0;0;Sale;#9E89E2;;;844515,6025302073;6340383,882629149
25523;840087;075;;003;003a07520171017110314;;;SCHREDER;Moyen;IM;100;;;;;;;/;0,0;0,0;moyen;PH2;;;003a07520171017110314;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);DZ 15;NON;0;0;Absente;#12A07C;;;844669,5404811754;6340502,744001899
25524;840087;082;;003;003a08220171017111847;;;PH101-1;Moyen;SHP;100;;;;;;;/;0,0;0,0;/;;;;003a08220171017111847;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);;NON;0;0;Correct;#99B349;;;844274,838475052;6340480,860036932
25525;840087;083;;003;003a08320171017165317;;;DISANO;Correct;SHP;100;;;;;;;/;0,0;0,0;/;Lampe éteinte;;;003a08320171017165317;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);CLIMA;NON;0;0;Correct;#A8CB7D;;;844806,2838879592;6339893,7787321415
25526;840087;159;;038;038d15920170823164330;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;038d15920170823164330;Oui (S) Fusible;;d;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#24497D;;;844038,6807040761;6340593,028369916
25527;840087;085;;003;003a08520171019113059;;;BOULE;Vétuste;BF;125;;;;;;;/;0,0;0,0;/;;;;003a08520171019113059;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);OPALE;NON;0;0;Correct;#EDBBF9;;;844939,1885566327;6339974,7221214
25528;840087;087;;003;003a08720171030112524;;;ECLATEC;Correct;LED;20;;;;;;;/;0,0;0,0;Sans objet;;;;003a08720171030112524;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);PIXEL;NON;0;0;Correct;#DBB2F8;;;846244,4620472257;6338871,111450771
25529;840087;088;;003;003a08820171030110814;;;BOULE;Vétuste;SHP;100;;;;;;;/;0,0;0,0;Sans objet;;;;003a08820171030110814;Oui (S) Fusible;;a;0,0;;0;0,0;Non;CLAIR;NON;0;0;Correct;#5E5730;;;846164,448353353;6338824,331806241
25530;840087;099;;003;003a09920170719120233;;;BOULE;Vétuste;BF;125;;;;;;;/;0,0;0,0;;;;;003a09920170719120233;Non;;a;0,0;;0;0,0;Oui (Tresse);OPALE;NON;0;0;Correct;#FDB2CC;;;843645,7171355096;6339471,565387819
25531;840087;105;;003;003a10520170719114334;;;SCHREDER;Moyen;SHP;150;;;;;;;NON;0,0;0,0;;;;;003a10520170719114334;Oui (A) Fusible;A;a;0,0;;0;0,0;;Z2;NON;0;0;Correct;#D00551;;;845930,9132434118;6337673,726112724
25532;840087;106;;003;003a10620170817160720;;;ECLATEC;Correct;LED;40;;;;;;;/;0,0;0,0;correct;;;;003a10620170817160720;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);PIXEL;NON;0;0;Correct;#B5B372;;;843733,3571123542;6340457,475383081
25533;840087;107;;003;003a10720170817120053;;;INDAL;Moyen;SHP;100;;;;;;;NON;0,0;0,0;correct;;;;003a10720170817120053;Oui (A) Fusible;;a;0,0;;0;0,0;/;IVA;NON;0;0;Absente;#48A2BA;;;843936,9305953952;6339922,889549283
25534;840087;113;;003;003a11320170719142205;;;ECLATEC 173;Moyen;IM;100;;;;;;;NON;0,0;0,0;;;;;003a11320170719142205;Oui (S) Fusible;A;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#BA9289;;;845637,2004267392;6338068,717011053
25535;840087;116;;003;003a11620170925121736;;;LANTERNE DE STYLE (SR);Moyen;SHP;100;;;;;;;/;0,0;0,0;correct;;;;003a11620170925121736;Non;;a;0,0;;0;0,0;/;;NON;0;0;Correct;#397C1B;;;845682,0053281024;6339519,2471759245
25536;840087;040;;038;038e04020170830112424;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;038e04020170830112424;Oui (S) Fusible;;e;0,0;;0;0,0;Oui (Tresse);BTX;OUI;0;0;Correct;#E70328;;;844213,0598192494;6340869,111136824
25537;840087;118;;003;003a11820170926100910;;;MAZDA;Vétuste;BF;125;;;;;;;OUI;0,0;0,0;moyen;;;;003a11820170926100910;Oui (A) Fusible;;a;0,0;;0;0,0;/;EPA;NON;0;0;Absente;#4DDD8C;;;845762,4592572388;6339805,6228554435
25538;840087;124;;003;003a12420171019123437;;;ECLATEC;Correct;IM;150;;;;;;;/;0,0;0,0;correct;;;;003a12420171019123437;Non (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#7EE066;;;844776,8513905313;6339781,147055491
25539;840087;150;;003;003a15020171023104623;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;003a15020171023104623;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#0F8E88;;;844649,9642302793;6339832,220547422
25540;840087;152;;003;003a15220171017144024;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;003a15220171017144024;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#7D0FAA;;;844642,4133685142;6340337,128159447
25541;840087;157;;003;003a15720170920113850;;;BOULE;Vétuste;BF;125;;;;;;;/;0,0;0,0;/;;;;003a15720170920113850;Non (S) Fusible;;a;0,0;;0;0,0;Oui (V/J);OPALE;NON;0;0;Correct;#8B653F;;;845246,9055773767;6339940,464909137
25542;840087;159;;003;003a15920170823153827;;;VOIR PH 105-009-010;Moyen;BF;125;;;;;;;/;0,0;0,0;/;PH 105-011;;;003a15920170823153827;Non (S) Fusible;;a;0,96;;0;0,611;Oui (Tresse);;NON;0;225;Correct;#24497D;;;843946,8135834693;6340640,424405379
25543;840087;087;;038;038e08720171030121442;;;VIEUX LUMINAIRE;Vétuste;SHP;100;;;;;;;/;0,0;0,0;moyen;PH100-6;;;038e08720171030121442;Oui (S) Fusible;;e;0,0;;0;0,0;Non;;NON;0;0;Correct;#DBB2F8;;;846119,291414165;6338981,40259951
25544;840087;168;;003;003a16820171017143047;;;BOULE;Vétuste;BF;80;;;;;;;/;0,0;0,0;;;;;003a16820171017143047;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);OPALE;NON;0;0;Sale;#FD245C;;;844513,5795571033;6340691,465114393
25545;840087;203;;003;003a20320170831144622;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;003a20320170831144622;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#C9C295;;;844176,0631209149;6339609,580877831
25546;840087;204;;003;003a20420170920102519;;;INDAL;Correct;IM;100;;;;;;;OUI;0,0;0,0;correct;;;;003a20420170920102519;Oui (A) Fusible;;a;0,0;;0;0,0;/;IVA;NON;0;0;Correct;#F88BD0;;;845155,1121855804;6339965,541308421
25547;840087;079;;039;039020171120150401;;;SCHREDER;;IM;100;;;;;;;/;0,0;0,0;Correct;;;;;RUE DE BELGIQUE;c;;0,0;039020171120150401;0;1,5;S;Z2;OUI;0;6;Absente;#92DC5E;;;845994,3201866854;6339047,4157896
25548;840087;210;;003;003a21020171017144042;;;PROJECTEUR PH101-2-3;Correct;LED;40;;;;;;;/;0,0;0,0;correct;;;;003a21020171017144042;Oui (A) Fusible;;a;0,0;;0;0,0;Non;;NON;0;0;Correct;#D8C1B8;;;844621,0294389711;6340360,068831762
25549;840087;225;;003;003a22520170718125759;;;BOULE;Vétuste;SHP;100;;;;;;;/;0,0;0,0;;;;;003a22520170718125759;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);CLAIR;NON;0;0;Correct;#E027F5;;;843408,6027005736;6339770,109074771
25550;840087;153;;039;039020171121120843;;;ECLATEC;;IM;100;;;;;;;/;0,0;0,0;Correct;;;;;RUE DE BELGIQUE;b;;0,0;039020171121120843;0;1,5;AT 5fils;BTX;OUI;0;6;Sale;#21BD1C;;;845557,877102942;6338840,720487225
25551;840087;230;;003;003a23020170926154837;;;GC ILLUMINATION;Moyen;SHP;150;;;;;;;OUI;0,0;0,0;correct;;;;003a23020170926154837;Oui (A) Fusible;;a;0,0;;0;0,0;/;FG;NON;0;0;Absente;#78A2D7;;;845868,0154609062;6341970,422300739
25552;840087;250;;003;003a25020170830153747;;;ECLATEC;Correct;IM;100;;;;;;;OUI;0,0;0,0;correct;;;;003a25020170830153747;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#376B16;;;844040,6451701631;6340031,09835655
25553;840087;257;;003;003a25720170822130128;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;003a25720170822130128;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#B1B3E5;;;843869,4910936826;6340830,566666594
25554;840087;301;;003;003a30120170817124816;;;SCHREDER;Moyen;SHP;100;;;;;;;/;0,0;0,0;/;Lampe éteinte;;;003a30120170817124816;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (V/J);SINTRA;NON;0;0;Sale;#A6E68C;;;843702,6590168825;6340170,715609871
25555;840087;303;;003;003a30320170817152704;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;003a30320170817152704;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (V/J);BTX;NON;0;0;Correct;#D9C6F1;;;843469,4722736627;6340149,038648152
25556;840087;XX1;;003;003aXX120170719102655;;;SCHREDER;Correct;LED;48;;;;;;;/;0,0;0,0;;;;;003aXX120170719102655;Oui (A) Fusible;;a;0,0;;0;0,0;/;AMPERA;NON;0;0;Correct;#D5DCAE;;;843375,4942076709;6339962,88281754
25557;840087;XX2;;003;003aXX220170831111845;;;THORN;Correct;SHP;100;;;;;;;/;0,0;0,0;/;;;;003aXX220170831111845;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (V/J);RIVIERA;NON;0;0;Correct;#30DF3F;;;843869,5208453424;6340302,770323371
25558;840087;XX3;;003;003aXX320170926163307;;;SCHREDER;Moyen;SHP;100;;;;;;;/;0,0;0,0;/;Lampe éteinte \ PH101-29-30;;;003aXX320170926163307;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);SINTRA;NON;0;0;Correct;#C8F6CB;;;845991,8577125217;6340405,575741158
25559;840087;086;;039;039020171124141729;;;SCHREDER;;IM;100;;;;;;;/;0,0;0,0;Correct;;;;;RUE DE BELGIQUE;c;;0,0;039020171124141729;0;1,5;AT 5fils;Z2;OUI;0;6;Correcte;#378D95;;;845288,4262820529;6339108,5054227775
25560;840087;067;;039;039020171130112650;;;INDAL;;SHP;100;;;;;;;/;0,0;0,0;Moyen;;;;;IMP DES OLIVADES;c;;0,0;039020171130112650;0;1,0;AT 5fils;IVA;OUI;0;7;Correct;#71953C;;;846023,7778367082;6338373,375659848
25561;840087;061;;039;039020171130152950;;;PH TEL 3;;BF;125;;;;;;;Oui (Tresse);0,0;0,0;Moyen;Lampe éteinte;;;;AV DE COURREGES;b;;0,0;039020171130152950;0;0,1;S;;/;0;5;Absente;#254687;;;846467,618064651;6338606,052232707
25562;840087;213;;039;039020171212112709;;;SCHREDER;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Moyen;;;;;AV DES CREMADES;c;;0,0;039020171212112709;0;1,0;S;Z2;/;0;7;Correct;#DAD4BB;;;846982,6949237367;6338411,461728149
25563;840087;066;;039;039020171212162715;;;ECLATEC;;;0;;;;;;;Oui (Tresse);0,0;0,0;Correct;Lampe éteinte;;;;RUE ALBERT DE BELLEROCHE;b;;0,0;039020171212162715;0;0,5;S;BTX;/;0;6;Correct;#E90C74;;;846282,6445963006;6338034,891386207
25564;840087;214;;039;039020180110111359;;;VOIR PH 100-1;;LED;42;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;ROUTE DE JONQUIERES;c;;0,0;039020180110111359;0;0,0;S;;/;0;6;Correct;#D2D2F0;;;846876,229787638;6337657,405038576
25565;840087;035;;003;003b03520170830134212;;;ECLATEC;Correct;IM;100;;;;;;;OUI;0,0;0,0;correct;;;;003b03520170830134212;Oui (S) Fusible;;b;0,0;;0;0,0;Oui (Tresse);BTX;OUI;0;0;Correct;#C39B95;;;844192,7619032683;6340430,833761709
25566;840087;039;;003;003b03920170822165039;;;SCHREDER;Moyen;SHP;150;;;;;;;/;0,0;0,0;/;;;;003b03920170822165039;Non (S) Fusible;;b;0,0;;0;0,0;Non;SINTRA;NON;0;0;Correct;#F459AC;;;843900,6083367027;6341212,681553633
25567;840087;122;;039;039020180111115454;;;INDAL;;SHP;100;;;;;;;/;0,0;0,0;Correct;;;;;RUE DE PROVENCE;c;;0,0;039020180111115454;0;1,0;AT 5fils;IVA;OUI;0;6;Absente;#12957D;;;844923,8768872932;6339620,857416818
25568;840087;064;;003;003b06420171113123621;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;Lampe éteinte;;;003b06420171113123621;Oui (S) Fusible;;b;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#3E52BF;;;846265,0477867973;6338743,347034752
25569;840087;069;;003;003b06920171113143301;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;003b06920171113143301;Oui (S) Fusible;;b;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#66ADC8;;;847079,2759983575;6338510,403934511
25570;840087;074;;003;003b07420171017171036;;;SCHREDER;Moyen;SHP;150;;;;;;;/;0,0;0,0;moyen;PH10;;;003b07420171017171036;Oui (A) Fusible;;b;0,0;;0;0,0;Non;Z2;NON;0;0;Correct;#9E89E2;;;844540,207419712;6340397,624165681
